Company,Funding ($M),OTE,Segment,HQ,Remote,RepVue,Industry,Job Posting URL,Date Added,Posted,Location,Status
Strategy,,,Ent,"Tysons, VA",Austin or Houston based,,B2B SaaS - enterprise analytics / BI software,https://jobs.smartrecruiters.com/MicroStrategy1/744000125933819-senior-account-executive,2026-07-16,,Austin,Verified
Paragon,,$150-300K,MM/Ent,"San Francisco, CA",Y,,B2B SaaS - embedded workflow automation / native integrations platform,https://jobs.ashbyhq.com/paragon/a2a3f73c-9672-435f-aa7f-0f9c3aa0275a,2026-07-17,2026-07-13,Remote,Verified
Capchase,,,MM/Ent,"New York, NY",Y,,B2B SaaS - embedded financing / revenue-based financing for SaaS vendors,https://jobs.ashbyhq.com/capchase/ae44ac89-fa89-4ae7-9606-27f0455245df,2026-07-17,2025-08-01,Remote,Verified
New Relic,,$200-237K,Ent,"San Francisco, CA",Y,,B2B SaaS - observability / APM / full-stack monitoring,https://job-boards.greenhouse.io/newrelic/jobs/5258556008,2026-07-17,2026-06-23,Remote,Verified
Transmit Security,,$200-350K,Ent,"Tel Aviv, Israel",Y,,B2B SaaS - CIAM / identity security / fraud prevention,https://job-boards.greenhouse.io/transmitsecurity/jobs/7903588002,2026-07-17,,Remote,Verified
Maven AGI,,,Ent,"Boston, MA",Y,,AI / customer support SaaS,https://jobs.ashbyhq.com/maven-agi/c9e4d6db-fdc3-40db-b8ea-55c27e8d4da8,2026-07-17,2026-05-12,Remote,Verified
Maven AGI,,$310-350K,Ent,"Boston, MA",Y,,AI / customer support SaaS,https://jobs.ashbyhq.com/maven-agi/d35d788a-9681-4bac-9213-e30df91cf83a,2026-07-17,2026-06-04,Remote,Verified
Qualio,,,MM,"San Francisco, CA",Y,,Quality management SaaS (life sciences / medtech),https://job-boards.greenhouse.io/qualio/jobs/7739648003,2026-07-17,2026-05-20,Remote,Verified
Qualio,,,Ent,"San Francisco, CA",Y,,Quality management SaaS (life sciences / medtech),https://job-boards.greenhouse.io/qualio/jobs/7739680003,2026-07-17,2026-05-20,Remote,Verified
Hyperscience,,$220K-$300K,MM,"New York, NY",Y,,IDP / AI document automation SaaS,https://jobs.ashbyhq.com/hyperscience/bc993619-5d8f-4051-a534-9c28aa9b3071,2026-07-17,2026-04-21,Remote,Verified
Model N,,,Ent,"San Mateo, CA",Y,,Revenue management / CPQ SaaS (Life Sciences & Technology),https://jobs.lever.co/modeln/202579d6-f0b0-45c6-82d9-bf759d16499c,2026-07-17,,Remote,Verified
Imply,,,Ent,"Burlingame, CA",Y,,Real-time analytics SaaS (Apache Druid / OLAP),https://job-boards.greenhouse.io/imply/jobs/6498668003,2026-07-17,2025-09-26,Remote,Verified
NiCE,public,,Ent,"Ra'anana, Israel (US ops)",Y,,Enterprise CX / AI SaaS (CCaaS / contact center),https://job-boards.greenhouse.io/nice/jobs/4911899101,2026-07-17,2026-06-30,Remote,Verified
Civitas Learning,,~$200K,Ent,"Austin, TX",Y,,EdTech SaaS,https://job-boards.greenhouse.io/civitaslearning/jobs/5084090007,2026-07-17,,Remote,Verified
Levelpath,,,Ent,,No — in-office NYC,,Procurement / AI sourcing SaaS,https://jobs.ashbyhq.com/levelpath/91a4fd34-51c7-4403-9093-9e88fbd07b28,2026-07-18,,NYC,Verified
CB Insights,,,Ent,"New York, NY",N,,B2B market intelligence SaaS,https://job-boards.greenhouse.io/cbinsights/jobs/6379605,2026-07-18,2026-01-29,NYC,Verified
Fingerprint,,~$250-300K,Ent,"Chicago, IL",Y,,B2B SaaS - device identity & fraud prevention,https://job-boards.greenhouse.io/fingerprint/jobs/5826228004,2026-07-18,2026-03-13,Remote,Verified
Sonrai Security,,,Ent,"Montreal, Canada",Y,,Cloud Security,https://jobs.lever.co/sonrai-security/74415553-ad46-4905-a493-63c78db7e691,2026-07-18,2025-11-19,Remote,Verified
Squiz,,~$250-290K,MM/Ent,"Melbourne, Australia",Y,,Digital Experience Platform (DXP),https://apply.workable.com/j/EB6B3555A0,2026-07-18,2026-06-02,Remote,Verified
Trulioo,,"$250,000-$300,000",Ent,"Vancouver, BC",Y,,Identity verification SaaS,https://jobs.ashbyhq.com/trulioo/4f5c0246-5430-443f-a1f0-09f7d5a51426,2026-07-18,2026-03-10,Remote,Verified
Stack Overflow,,,Ent,"New York, NY",Y,,Developer Q&A / enterprise knowledge SaaS,https://job-boards.greenhouse.io/stackexchange/jobs/7982882,2026-07-18,,Remote,Verified
DuploCloud,,"$230,000-$260,000",MM,"San Jose, CA",Y,,Cloud DevSecOps automation SaaS,https://ats.rippling.com/duplocloud/jobs/c06a3dcd-85d2-4a23-b3ab-7fb265b84661,2026-07-18,,Remote,Verified
Vertafore,,,Ent,"Denver, CO",Y,,Insurance SaaS,https://recruit.hirebridge.com/v3/Jobs/JobDetails.aspx?cid=7743&jid=609923,2026-07-18,,Remote,Verified
Omnissa,,"$280,000-$400,000",Ent,"Palo Alto, CA",Y,,Workspace / endpoint management SaaS (fmr VMware EUC),https://www.omnissa.com/careers/jobs/remote-new-york-strategic-account-executive-northeast/,2026-07-18,,NYC,Verified
Omnissa,,"$280,000-$400,000",Ent,"Palo Alto, CA",Y,,Workspace / endpoint management SaaS (fmr VMware EUC),https://www.omnissa.com/careers/jobs/usa-strategic-account-executive-western-us/,2026-07-18,,SF,Verified
Black Kite,,$260K-$300K,Ent,"Boston, MA",Y,,B2B SaaS - cybersecurity risk management,https://black-kite.rippling-ats.com/job/1008805/enterprise-account-executive-northeast-nyc-territory,2026-07-19,,Boston,Verified
Poka,,,Ent,"Quebec City, QC",Y,,B2B SaaS - industrial operations / manufacturing,https://job-boards.greenhouse.io/poka/jobs/6067288004,2026-07-19,,Remote,Verified
DataCamp,,$270K-$300K,Ent,"New York, NY",Y,,B2B SaaS - data & AI learning platform,https://job-boards.greenhouse.io/datacamp/jobs/7846944,2026-07-19,2026-04-28,NYC,Verified
PingCAP,,$200K-$260K,MM,"San Mateo, CA",Y,,B2B SaaS - cloud-native distributed SQL database,https://job-boards.greenhouse.io/pingcap/jobs/4299989009,2026-07-19,2026-06-29,Remote,Verified
Raintree Systems,,,Ent,"Carlsbad, CA",Y,,B2B SaaS - healthcare EHR/RCM platform,https://raintree.applytojob.com/apply/zS7FBPs3Gm,2026-07-19,,Remote,Verified
Dropbox,,$147K-$198K,MM/Ent,"San Francisco, CA",Y,,B2B SaaS - collaboration & file management,https://jobs.dropbox.com/listing/7908701?gh_jid=7908701,2026-07-19,2026-06-12,Remote,Verified
12twenty,,Up to $180K,MM,"Santa Monica, CA",Y,,B2B SaaS - ed-tech recruiting platform,https://job-boards.greenhouse.io/12twenty/jobs/4615349005,2026-07-19,2026-01-27,Remote,Verified
Polar Analytics,,,Ent,,Y,,B2B SaaS - ecommerce analytics,https://jobs.ashbyhq.com/polaranalytics/56b16593-cf97-4055-8762-da8c843ea222,2026-07-19,2026-04-07,Remote,Verified
Celonis,,,Ent,"Munich, Germany",Y,,B2B SaaS - process mining & execution management,https://job-boards.greenhouse.io/celonis/jobs/7787426003,2026-07-19,2026-07-14,Remote,Verified
Guidewheel,,$170K-200K,MM,"San Francisco, CA",Y,,Physical AI - industrial/Industry-4.0 automation,http://www.guidewheel.com/company/current-opportunities?gh_jid=5646843004,2026-07-19,2025-09-10,Remote,Verified
Conga,,,Ent,"Broomfield, CO",Y,,B2B SaaS - CLM/document automation,https://job-boards.greenhouse.io/conga/jobs/5055658007,2026-07-19,2026-03-02,Remote,Verified
WordPress VIP (Automattic),,,Ent,"San Francisco, CA",Y,,B2B SaaS - enterprise CMS,https://job-boards.greenhouse.io/automatticcareers/jobs/5867610,2026-07-19,2024-09-02,Remote,Verified
WordPress VIP (Automattic),,,Ent,"San Francisco, CA",Y,,B2B SaaS - enterprise CMS,https://job-boards.greenhouse.io/automatticcareers/jobs/6381135,2026-07-19,2024-11-07,Remote,Verified
Solo.io,,,Ent,,Y,,B2B SaaS - API gateway / service mesh,https://job-boards.greenhouse.io/soloioinc/jobs/4685637005,2026-07-20,2026-04-16,Remote,Verified
Solo.io,,,Ent,,Y,,B2B SaaS - API gateway / service mesh,https://job-boards.greenhouse.io/soloioinc/jobs/4694451005,2026-07-20,2026-05-11,Remote,Verified
"QAD, Inc.",,$290-320K,Ent,,Y,,B2B SaaS - manufacturing ERP / AI,https://jobs.smartrecruiters.com/QADInc/744000135598649-senior-account-executive-champion-ai,2026-07-20,,Remote,Verified
Swoogo,,,Ent,,Y,,B2B SaaS - event marketing software,https://swoogo.events/careers/job-listing/4642763005/?gh_jid=4642763005,2026-07-20,2026-01-09,Remote,Verified
Veracode,,,,Burlington MA,Y,,Cybersecurity,https://www.veracode.com/career/job?gh_jid=8576612002,2026-07-20,2026-06-10,Remote,Verified
Hyperbound,,$320-360K,Ent,SF,No,,B2B SaaS - AI sales coaching,https://jobs.ashbyhq.com/hyperbound/ffc454ea-b6d8-4111-9c40-84428d3f2b25,2026-07-20,2025-12-18,SF,Verified
Humanly,,,Ent,,Y,,B2B SaaS - AI recruiting,https://jobs.ashbyhq.com/humanly/bc49255e-5aed-419e-9b98-399a6121d306,2026-07-20,2026-06-15,Remote,Verified
